Symbol,Gene_symbol,IPI_accession,IPIs,Description,Protein_length,hESC_SpC,hNSC_SpC,NSAF_SpC_ratio,hESC_G_mean,hESC_Ln_NSAF,hESC_RSD_pct,hNSC_G_mean,hNSC_Ln_NSAF,hNSC_RSC_pct,t_test_p,color
ACYP1,ACYP1,IPI00221117,IPI00221117,Acylphosphatase-1,99,"( 4 ,4 ,10 )","( 10 ,14 ,31 )",0.327203402,8.38131e-05,-9.386921151,2.851262315,0.00025615,-8.269747875,4.437032106,0.013025124,blue
THOC2,THOC2,IPI00915022,IPI00915022;IPI00853065;IPI00158615,Isoform 1 of THO complex subunit 2,1593,"( 6 ,12 ,17 )","( 26 ,22 ,59 )",0.326330284,1.03626e-05,-11.47730951,3.065016704,3.17549e-05,-10.35746425,3.266801393,0.016466958,blue
ARL3,ARL3,IPI00003327,IPI00003327,ADP-ribosylation factor-like protein 3,182,"( 15 ,19 ,18 )","( 44 ,76 ,42 )",0.326194032,0.000144836,-8.839909942,2.739619246,0.000444017,-7.719647057,5.846710587,0.019240307,blue
PTPLAD1,LOC100291405;PTPLAD1,IPI00008998,IPI00938044;IPI00787433;IPI00008998,Protein tyrosine phosphatase-like protein PTPLAD1,362,"( 14 ,12 ,7 )","( 27 ,34 ,37 )",0.324975069,4.52814e-05,-10.00261327,6.333039819,0.000139338,-8.87860646,1.265385304,0.038783982,blue
ASMTL,ASMTL,IPI00479385,IPI00909010;IPI00956483;IPI00479385;IPI00249080,Isoform 1 of N-acetylserotonin O-methyltransferase-like protein,621,"( 31 ,47 ,28 )","( 95 ,85 ,141 )",0.324401881,8.48965e-05,-9.374077554,5.096339454,0.000261702,-8.248305397,1.447854818,0.016637033,blue
PXDN,PXDN,IPI00016112,IPI00016112,Isoform 1 of Peroxidasin homolog,1479,"( 45 ,48 ,42 )","( 135 ,125 ,152 )",0.322710874,4.64345e-05,-9.977467462,3.22711524,0.000143889,-8.846468977,1.678170567,0.005236001,blue
UBQLN4,UBQLN4,IPI00024502,IPI00024502;IPI00744359,Ubiquilin-4,601,"( 17.8621 ,9.93369 ,8.72727 )","( 38.2634 ,31.2026 ,35.6567 )",0.322663108,2.96765e-05,-10.42515557,5.764155736,9.19736e-05,-9.294009057,2.416568448,0.037767484,blue
SH3PXD2B,SH3PXD2B,IPI00023832,IPI00023832,SH3 and PX domain-containing protein 2B,911,"( 24 ,28.9655 ,21 )","( 75 ,68.9714 ,81 )",0.321099901,4.1004e-05,-10.10183993,3.957555935,0.000127699,-8.965836939,1.877950391,0.010514093,blue
TMED1,TMED1,IPI00009976,IPI00009976,Transmembrane emp24 domain-containing protein 1,227,"( 3 ,3 ,9 )","( 13 ,10 ,18 )",0.32040426,2.91325e-05,-10.44365628,3.566183811,9.09242e-05,-9.30548451,2.058412822,0.009247734,blue
RASA1,RASA1,IPI00026262,IPI00941179;IPI00220356;IPI00966095;IPI00966376;IPI00026262,Isoform 1 of Ras GTPase-activating protein 1,1047,"( 13 ,7 ,11 )","( 31 ,24 ,39 )",0.320041536,1.46029e-05,-11.13429181,3.476228946,4.56281e-05,-9.994987319,1.802453701,0.009852758,blue
EPHA7,EPHA7,IPI00016645,IPI00016645;IPI00607655,Isoform 1 of Ephrin type-A receptor 7,998,"( 1.12756 ,1.10526 ,2.68571 )","( 4.28726 ,4.14891 ,5.52384 )",0.318696028,2.29085e-06,-12.98658593,1.902859929,7.18821e-06,-11.8430684,0.728989858,0.001634718,blue
ENO2,ENO2,IPI00216171,IPI00216171,Gamma-enolase,434,"( 36.8806 ,42.7069 ,45.0387 )","( 103.637 ,131.674 ,155.774 )",0.316518303,0.000145785,-8.833379534,2.204928824,0.000460589,-7.683005324,1.036082006,0.000693347,blue
TERF2,TERF2,IPI00024214,IPI00024214,Isoform 1 of Telomeric repeat-binding factor 2,500,"( 2 ,1 ,2 )","( 5 ,6 ,4 )",0.316398179,4.85241e-06,-12.23603488,3.140710469,1.53364e-05,-11.08528108,3.534637518,0.022100598,blue
SUB1,SUB1,IPI00221222,IPI00221222,Activated RNA polymerase II transcriptional coactivator p15,127,"( 7 ,10 ,14 )","( 30 ,27 ,37 )",0.314379562,0.00011954,-9.031861684,1.659369791,0.00038024,-7.874707456,1.514015638,0.000470957,blue
ZMIZ1,ZMIZ1,IPI00176571,IPI00477110;IPI00176571,Isoform 1 of Zinc finger MIZ domain-containing protein 1,1067,"( 3 ,2 ,4 )","( 6.875 ,9 ,12 )",0.313285263,4.15076e-06,-12.39221947,1.910269959,1.32491e-05,-11.23157835,0.768807312,0.001337332,blue
SFRS5,SRSF5,IPI00915825,IPI00915825;IPI00012341;IPI00867672;IPI00413654,CS0DF038YO05 variant (Fragment),326,"( 7 ,9.03929 ,14.3333 )","( 24.1379 ,25.6136 ,42.3111 )",0.312947708,5.33621e-05,-9.838409053,1.853099212,0.000170515,-8.676689883,1.151420881,0.000637409,blue
JAG1,JAG1,IPI00099650,IPI00099650,Protein jagged-1,1218,"( 6 ,3 ,7 )","( 18 ,17 ,13 )",0.31105964,6.29096e-06,-11.97639664,3.172201213,2.02243e-05,-10.80862602,3.592428972,0.020390363,blue
SYNE2,SYNE2,IPI00239406,IPI00239413;IPI00239405;IPI00239415;IPI00239406,Isoform 2 of Nesprin-2,6907,"( 29 ,37 ,32.3933 )","( 91 ,97 ,131.839 )",0.31053321,7.43408e-06,-11.80943521,2.510934171,2.39397e-05,-10.63997078,0.291130268,0.002449358,blue
DPYSL4,DPYSL4,IPI00022388,IPI00022388;IPI00514623,Dihydropyrimidinase-related protein 4,572,"( 16.6723 ,36.3223 ,24.96 )","( 72.7097 ,75.1337 ,102.327 )",0.310289979,7.05465e-05,-9.559237832,5.719380437,0.000227357,-8.38898983,0.429069757,0.020772333,blue
FAM76B,FAM76A;FAM76B,IPI00552849,IPI00640824;IPI00020559;IPI00178377;IPI00910384;IPI00552849;IPI00827638;IPI00011374,Isoform 1 of Protein FAM76B,339,"( 0 ,1 ,0 )","( 2 ,2 ,2 )",0.310272515,2.83468e-06,-12.77358238,4.362739674,9.13609e-06,-11.60327809,1.8586803,0.027425273,blue
COMMD5,COMMD5;LOC441016,IPI00101106,IPI00101106;IPI00902712,COMM domain-containing protein 5,224,"( 1 ,0 ,0 )","( 2 ,2 ,3 )",0.308652589,4.02409e-06,-12.42321218,3.974660593,1.30376e-05,-11.24767324,0.517528312,0.014886419,blue
C6orf130,C6orf130,IPI00184871,IPI00945291;IPI00184871;IPI00945573;IPI00945759;IPI00946297,Uncharacterized protein C6orf130,152,"( 4 ,6 ,6 )","( 21 ,11 ,20 )",0.307665395,5.32471e-05,-9.840566738,2.460336494,0.000173068,-8.661824273,4.317876675,0.010146779,blue
ITGA5,ITGA5,IPI00306604,IPI00306604,Integrin alpha-5,1049,"( 9 ,11 ,14 )","( 33 ,30 ,46 )",0.306947594,1.6245e-05,-11.02772548,0.860860385,5.29243e-05,-9.846647232,1.01986619,0.000121221,blue
HOOK3,HOOK3,IPI00031768,IPI00031768,Protein Hook homolog 3,718,"( 2 ,3 ,3 )","( 7 ,5 ,17 )",0.306332334,5.5788e-06,-12.09653714,1.857106668,1.82116e-05,-10.91345243,4.196536861,0.015876931,blue
ACTR1B,ACTR1B,IPI00029469,IPI00029469,Beta-centractin,376,"( 5.73333 ,3.9375 ,4.5 )","( 15.506 ,17.0769 ,12.7525 )",0.305764201,1.89671e-05,-10.87280658,3.385517878,6.20317e-05,-9.687865521,3.604030114,0.015515268,blue
IFT74,IFT74,IPI00018090,IPI00018090,Intraflagellar transport protein 74 homolog,600,"( 3 ,3 ,2 )","( 10 ,6 ,10 )",0.305478574,6.67596e-06,-11.91699764,4.185980076,2.18541e-05,-10.731122,2.922455894,0.025177775,blue
SYMPK,SYMPK,IPI00023344,IPI00023344,Isoform 1 of Symplekin,1274,"( 20 ,27 ,18 )","( 76 ,75 ,57 )",0.305196664,2.56032e-05,-10.57279506,4.04465596,8.38907e-05,-9.385996147,3.999077464,0.022465038,blue
HEXIM1,HEXIM1,IPI00007941,IPI00007941,Protein HEXIM1,359,"( 7 ,2 ,4 )","( 8 ,15 ,16 )",0.302624549,1.62883e-05,-11.0250624,6.321900028,5.38235e-05,-9.829800047,2.669606082,0.049657592,blue
IGFBP2,IGFBP2,IPI00297284,IPI00297284,insulin-like growth factor-binding protein 2 precursor,328,"( 17 ,20 ,27 )","( 68 ,72 ,65 )",0.30151144,9.75696e-05,-9.234944094,0.706890292,0.000323602,-8.035996774,3.135766376,0.001336542,blue
TSPAN6,TSPAN6,IPI00013449,IPI00909503;IPI00013449,Tetraspanin-6,245,"( 2 ,2 ,2 )","( 8 ,7 ,5 )",0.300551113,1.24769e-05,-11.29163536,2.350741181,4.15132e-05,-10.08949791,4.53067474,0.016942864,blue
ARID4B,ARID4B;ARID4A,IPI00328828,IPI00647132;IPI00296069;IPI00302917;IPI00879032;IPI00647647;IPI00945144;IPI00328828;IPI00879477;IPI00218648;IPI00328418;IPI00644516,Isoform 1 of AT-rich interactive domain-containing protein 4B,1312,"( 2 ,2 ,2 )","( 8 ,7 ,6 )",0.30010955,2.57768e-06,-12.86862161,2.430656125,8.58912e-06,-11.66501391,3.136426665,0.012328771,blue
DCK,DCK,IPI00965238,IPI00965238;IPI00966824;IPI00020454,37 kDa protein,317,"( 8 ,9 ,6 )","( 18 ,22 ,32 )",0.298288031,3.90905e-05,-10.14962989,5.329004934,0.00013105,-8.939934176,1.487976232,0.019688566,blue
CCNT2,CCNT2,IPI00030313,IPI00030313;IPI00217564,Isoform 1 of Cyclin-T2,730,"( 1 ,1 ,0 )","( 2 ,3 ,3 )",0.29774153,1.66178e-06,-13.30761973,4.996592171,5.58129e-06,-12.09609021,1.455465073,0.037913308,blue
PPA2,PPA2,IPI00470502,IPI00301109;IPI00470502,"Isoform 2 of Inorganic pyrophosphatase 2, mitochondrial",349,"( 16 ,14 ,32 )","( 41.6107 ,67.3807 ,93 )",0.296710364,8.444e-05,-9.379469579,2.147569447,0.000284587,-8.164470757,2.721195265,0.002170217,blue
LPHN2,LPHN2,IPI00641868,IPI00164345;IPI00642406;IPI00642961;IPI00641868;IPI00479140;IPI00410232;IPI00410234;IPI00644480;IPI00017562;IPI00746327;IPI00646434,"Latrophilin 2, isoform CRA_o",1474,"( 11 ,16 ,15 )","( 33.8919 ,46.5 ,62 )",0.294183381,1.43311e-05,-11.15308197,2.216360492,4.87147e-05,-9.929530013,1.187652469,0.001501634,blue
SH3BGRL3,SH3BGRL3,IPI00010402,IPI00514669;IPI00010402;IPI00746352;IPI00955848,Putative uncharacterized protein,226,"( 4 ,9 ,5 )","( 15 ,15 ,30 )",0.293717855,3.35788e-05,-10.30161419,5.096265787,0.000114323,-9.076478542,2.191714397,0.019391341,blue
WNK1,WNK1,IPI00412748,IPI00397592;IPI00412748;IPI00004472;IPI00397590,"hereditary sensory neuropathy, type II precursor",2880,"( 12.0256 ,12.3239 ,12.2931 )","( 39.4351 ,41.5721 ,41.3912 )",0.293344419,6.54272e-06,-11.93715743,2.18856113,2.23039e-05,-10.71074956,1.929487529,0.00310056,blue
TRIM2,TRIM2,IPI00910066,IPI00910066;IPI00153011,tripartite motif-containing protein 2 isoform 1,771,"( 10.8333 ,16 ,7 )","( 24 ,49 ,39 )",0.292938979,2.11437e-05,-10.76417088,6.034926877,7.21777e-05,-9.536379924,3.492091041,0.043409662,blue
EPB41L5,EPB41L5,IPI00376221,IPI00890731;IPI00890719;IPI00376221,Isoform 1 of Band 4.1-like protein 5,733,"( 13 ,13 ,13 )","( 36 ,48 ,49 )",0.291051843,2.71069e-05,-10.51572318,2.524262981,9.31342e-05,-9.281469307,1.570455284,0.002122402,blue
MOV10,MOV10,IPI00444452,IPI00444452,Isoform 1 of Putative helicase MOV-10,1003,"( 38 ,26 ,21 )","( 92 ,91 ,96 )",0.290557931,4.18728e-05,-10.08087459,5.398527813,0.000144112,-8.844922283,2.142793141,0.020509888,blue
LAMA5,LAMA5,IPI00783665,IPI00477868;IPI00783665,Laminin subunit alpha-5,3695,"( 12 ,18 ,11 )","( 15.8125 ,55.9269 ,44.9063 )",0.290416928,5.65879e-06,-12.08230048,3.791087918,1.94851e-05,-10.84586277,3.200025701,0.020330833,blue
PANK4,PANK4,IPI00018946,IPI00939845;IPI00910339;IPI00018946,"cDNA FLJ56439, highly similar to Pantothenate kinase 4",781,"( 15 ,23 ,14 )","( 47 ,55 ,73 )",0.290023071,3.3145e-05,-10.31461813,4.510289252,0.000114284,-9.076823327,0.290346377,0.009999734,blue
VPS13C,VPS13C,IPI00465428,IPI00942695;IPI00412216;IPI00604778;IPI00465428;IPI00797358,Isoform 1 of Vacuolar protein sorting-associated protein 13C,3753,"( 12 ,10 ,8 )","( 28 ,38 ,36 )",0.288610477,4.09008e-06,-12.40694624,3.793368214,1.41716e-05,-11.16426891,1.490565569,0.012510875,blue
UNK,UNK,IPI00028276,IPI00028276,RING finger protein unkempt homolog,886,"( 1 ,1 ,3 )","( 5 ,4 ,6 )",0.287467064,2.48799e-06,-12.90403712,2.885796666,8.65485e-06,-11.65739014,1.443075808,0.006146908,blue
ELFN1,ELFN1,IPI00248596,IPI00248596,extracellular leucine-rich repeat and fibronectin type-III domain-containing protein 1,828,"( 1 ,1 ,0 )","( 2 ,2 ,5 )",0.287466823,1.4651e-06,-13.43358668,4.949676847,5.09659e-06,-12.18693886,2.6672687,0.043266985,blue
TOP3B,TOP3B,IPI00292671,IPI00216815;IPI00908525;IPI00216816;IPI00292671;IPI00879091,Isoform 1 of DNA topoisomerase 3-beta-1,862,"( 2 ,2.8 ,1.66667 )","( 6 ,8 ,8.4 )",0.286547074,4.03178e-06,-12.42130196,3.594107246,1.40702e-05,-11.17144951,1.187879401,0.009661842,blue
CHID1,CHID1,IPI00306719,IPI00940998;IPI00045536;IPI00301185;IPI00306719,cDNA FLJ55809,454,"( 4 ,6 ,4 )","( 14 ,14 ,17 )",0.28467147,1.5415e-05,-11.08017188,3.764088122,5.415e-05,-9.823752378,0.73580945,0.006774735,blue
MCCC1,MCCC1,IPI00024580,IPI00945529;IPI00792499;IPI00024580,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",725,"( 5 ,9 ,5 )","( 15 ,24 ,26.3171 )",0.283155245,1.29027e-05,-11.2580756,4.47451025,4.55675e-05,-9.99631564,1.814484353,0.015045167,blue
ASRGL1,ASRGL1,IPI00555734,IPI00555734,Isoform 1 of L-asparaginase,308,"( 6 ,6 ,3 )","( 18 ,14 ,18 )",0.282829225,2.36319e-05,-10.65291494,6.244575011,8.35552e-05,-9.390002928,2.38260513,0.035516191,blue
AGL,AGL,IPI00328318,IPI00328318;IPI00514126,175 kDa protein,1533,"( 15 ,28 ,30 )","( 82 ,92 ,72 )",0.280384058,2.32e-05,-10.67135619,2.65331518,8.27438e-05,-9.399761214,3.369458651,0.006579423,blue
SMARCD1,SMARCD1,IPI00852816,IPI00221105;IPI00062599;IPI00853408;IPI00852816,Isoform 1 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,515,"( 10 ,10 ,17.9444 )","( 34.2 ,40.7949 ,56 )",0.279354859,2.91023e-05,-10.44469467,0.793681965,0.000104177,-9.169422256,0.477890295,1.92513e-05,blue
S100A13,S100A13,IPI00016179,IPI00016179,Protein S100-A13,98,"( 14 ,4 ,7 )","( 22 ,32 ,25 )",0.276608209,0.000114141,-9.078072188,7.999797625,0.000412647,-7.792919007,3.565462156,0.045544117,blue
PON2,PON2,IPI00742670,IPI00014958;IPI00844348;IPI00742670;IPI00290945,"cDNA FLJ55597, highly similar to Serum paraoxonase/arylesterase 2",375,"( 2 ,6 ,9 )","( 18 ,19 ,14 )",0.276022232,1.94096e-05,-10.84974073,5.458777459,7.03191e-05,-9.562466864,3.858310606,0.032964333,blue
ANP32B,ANP32B,IPI00007423,IPI00759824;IPI00007423,Isoform 1 of Acidic leucine-rich nuclear phosphoprotein 32 family member B,251,"( 6 ,1.66667 ,6 )","( 13.5714 ,9.69231 ,20.7778 )",0.275280072,2.38388e-05,-10.64419514,6.408074409,8.65984e-05,-9.354228888,2.763442429,0.037409928,blue
MAPKSP1,MAPKSP1,IPI00030919,IPI00030919;IPI00967162,Mitogen-activated protein kinase scaffold protein 1,124,"( 5 ,2 ,9 )","( 10 ,16 ,26 )",0.27447071,5.55405e-05,-9.798398932,6.147387773,0.000202355,-8.505488205,3.23554646,0.027652109,blue
KIAA1632,KIAA1632,IPI00790360,IPI00400765;IPI00288958;IPI00913976;IPI00790360,Isoform 1 of UPF0493 protein KIAA1632,2579,"( 1 ,0 ,1 )","( 2 ,3 ,4 )",0.273897351,4.92034e-07,-14.5247181,3.159794336,1.79642e-06,-13.22971623,1.190208142,0.009850321,blue
C9orf86,C9orf86,IPI00827967,IPI00827967;IPI00514396;IPI00514853;IPI00186586;IPI00827972,Isoform 2 of Putative GTP-binding protein Parf,730,"( 8 ,7 ,4 )","( 17 ,19 ,33 )",0.273388572,1.30534e-05,-11.24645999,5.676659323,4.77468e-05,-9.949598835,1.54289486,0.026674299,blue
COIL,COIL,IPI00006442,IPI00006442,Coilin,576,"( 4 ,3 ,4 )","( 8 ,14 ,20 )",0.273068476,9.64344e-06,-11.54923287,2.183485148,3.53151e-05,-10.25120018,2.710623497,0.003899783,blue
BCKDHA,BCKDHA,IPI00964675,IPI00944561;IPI00964675;IPI00025100,"cDNA FLJ45695 fis, clone FEBRA2013570, highly similar to 2-oxoisovalerate dehydrogenase alpha subunit, mitochondrial",479,"( 15 ,11 ,8 )","( 30 ,47 ,44 )",0.272421799,3.50023e-05,-10.26009629,5.547280757,0.000128486,-8.959692607,2.323420515,0.020474808,blue
SNX30,SNX30,IPI00855946,IPI00855946,Sorting nexin-30,437,"( 0 ,2 ,2 )","( 3 ,4 ,8 )",0.270516441,4.40659e-06,-12.33241029,5.477268801,1.62895e-05,-11.02498788,2.629749529,0.036811108,blue
NFYB,NFYB,IPI00013217,IPI00797255;IPI00790408;IPI00013217,Nuclear transcription factor Y subunit beta,207,"( 1 ,1 ,0 )","( 2 ,3 ,4 )",0.270516295,5.8604e-06,-12.04729232,5.520306719,2.16638e-05,-10.73986938,1.56597155,0.029814945,blue
ATP2B1,ATP2B1,IPI00021695,IPI00021695;IPI00216526;IPI00216527;IPI00216528;IPI00216529;IPI00216530,Isoform D of Plasma membrane calcium-transporting ATPase 1,1258,"( 21.6084 ,26 ,21.0526 )","( 75.8298 ,68.2738 ,103.276 )",0.269826181,2.76818e-05,-10.4947355,3.214822361,0.000102591,-9.184758194,0.969120939,0.002882355,blue
LRIG1,LRIG1,IPI00000775,IPI00740074;IPI00470372;IPI00000775,Isoform 1 of Leucine-rich repeats and immunoglobulin-like domains protein 1,1093,"( 8 ,7 ,5 )","( 21 ,23 ,28 )",0.269759078,9.16772e-06,-11.59982176,4.386047312,3.39848e-05,-10.28959573,0.676177777,0.01149217,blue
MAPKAPK3,MAPKAPK3,IPI00005777,IPI00005777;IPI00925843,MAP kinase-activated protein kinase 3,382,"( 11 ,5 ,7 )","( 25.6667 ,20 ,36.48 )",0.268725078,2.9107e-05,-10.44453147,4.979449887,0.000108315,-9.130465033,2.065530988,0.014644769,blue
TOLLIP,TOLLIP,IPI00654582,IPI00167490;IPI00100154;IPI00654582,Toll interacting protein variant (Fragment),352,"( 0 ,2 ,3 )","( 5 ,4 ,7 )",0.26868415,6.26236e-06,-11.98095284,6.333014606,2.33075e-05,-10.66673409,1.577702057,0.042706658,blue
SMCR7L,SMCR7L,IPI00300223,IPI00300223;IPI00465336;IPI00396121,"Smith-Magenis syndrome chromosome region, candidate 7-like",478,"( 0 ,0 ,3 )","( 2 ,4 ,4 )",0.267021494,2.90515e-06,-12.74902658,6.060891466,1.08798e-05,-11.42860045,2.415850346,0.049293579,blue
SAMHD1,SAMHD1,IPI00294739,IPI00943982;IPI00294739,Isoform 1 of SAM domain and HD domain-containing protein 1,626,"( 25 ,22 ,38 )","( 90 ,90 ,131 )",0.265671969,6.73309e-05,-9.605891167,1.025602427,0.000253436,-8.280398237,0.637979359,3.31967e-05,blue
MED12,MED12,IPI00004068,IPI00004068;IPI00913988;IPI00640149,Mediator of RNA polymerase II transcription subunit 12,2212,"( 2 ,2.5 ,4 )","( 8 ,16 ,8 )",0.265569265,1.89241e-06,-13.17766201,0.897707264,7.12584e-06,-11.85178243,4.328858337,0.012021187,blue
NHEJ1,NHEJ1,IPI00735288,IPI00916935;IPI00735288;IPI00549762;IPI00917068;IPI00916609,Isoform 2 of Non-homologous end-joining factor 1,316,"( 5 ,3 ,2 )","( 11 ,14 ,9 )",0.261568951,1.50289e-05,-11.10553458,6.36797532,5.74568e-05,-9.764477223,4.49878493,0.049148342,blue
NT5C,NT5C,IPI00005573,IPI00005573;IPI00790117,"Isoform 1 of 5'(3')-deoxyribonucleotidase, cytosolic type",201,"( 5 ,4 ,7 )","( 13 ,27 ,21 )",0.261527889,3.9484e-05,-10.13961564,1.420201552,0.000150974,-8.798401292,3.903126017,0.003358892,blue
ABHD11,ABHD11,IPI00171692,IPI00171152;IPI00926786;IPI00171692,Isoform 1 of Abhydrolase domain-containing protein 11,315,"( 2 ,2 ,2 )","( 6 ,7 ,10 )",0.261475083,9.70422e-06,-11.54294979,2.299542556,3.71134e-05,-10.2015335,0.506116675,0.001007466,blue
CA14,CA14,IPI00008504,IPI00008504,Carbonic anhydrase 14,337,"( 6 ,6 ,6 )","( 22 ,15 ,36 )",0.258516219,2.72122e-05,-10.5118458,2.525194466,0.000105263,-9.159048957,3.352277181,0.004465,blue
YIF1B,YIF1B,IPI00736813,IPI00869035;IPI00060144;IPI00735552;IPI00922872;IPI00736813;IPI00923592;IPI00063544,Isoform 1 of Protein YIF1B,314,"( 2 ,2 ,4 )","( 10 ,10 ,9 )",0.254766844,1.22655e-05,-11.30872009,1.242931846,4.8144e-05,-9.941313607,2.818741428,0.001643581,blue
DOCK1,DOCK1,IPI00872808,IPI00872808;IPI00015286,Putative uncharacterized protein DOCK1,1931,"( 7.77778 ,6 ,19.95 )","( 35 ,38.7619 ,41 )",0.251480977,7.72873e-06,-11.77056601,3.319407813,3.07329e-05,-10.39017807,1.408902454,0.004586765,blue
CASK,CASK,IPI00514301,IPI00514301;IPI00877806;IPI00641315;IPI00937304;IPI00644270;IPI00646452;IPI00877929;IPI00555605,Isoform 1 of Peripheral plasma membrane protein CASK,926,"( 7 ,3 ,14 )","( 24 ,35.9722 ,23 )",0.250123642,1.16284e-05,-11.36205886,5.199792318,4.64907e-05,-9.976258941,3.978005801,0.027911196,blue
MAP1A,MAP1A,IPI00020356,IPI00789977;IPI00020356;IPI00887765,331 kDa protein,3041,"( 4.0381 ,5.10204 ,4.12339 )","( 18.4358 ,19.2928 ,14.5926 )",0.249614459,2.20944e-06,-13.02276939,2.533678555,8.85143e-06,-11.63493167,3.074085535,0.007810428,blue
DGUOK,DGUOK,IPI00004461,IPI00221317;IPI00004461,"Isoform 1 of Deoxyguanosine kinase, mitochondrial",277,"( 0 ,1 ,2 )","( 5 ,3 ,4 )",0.248403064,5.51774e-06,-12.10754287,3.806709917,2.22128e-05,-10.71484027,3.40161859,0.01476753,blue
FBLN1,FBLN1,IPI00889740,IPI00889740;IPI00296534;IPI00218803;IPI00296537,Fibulin 1,721,"( 53 ,62.7857 ,41 )","( 210 ,218 ,187 )",0.248325057,0.000113412,-9.08448409,4.971820544,0.000456708,-7.691467414,3.640440254,0.010469302,blue
SMCR8,SMCR8,IPI00152863,IPI00152863;IPI00845255,Isoform 1 of Smith-Magenis syndrome chromosomal region candidate gene 8 protein,937,"( 2 ,1 ,1 )","( 4 ,6 ,5 )",0.248090789,2.05516e-06,-13.09515681,4.574947451,8.2839e-06,-11.70119629,2.105011654,0.020302607,blue
IGSF1,IGSF1,IPI00939931,IPI00043215;IPI00939931;IPI00515081,immunoglobulin superfamily member 1 isoform 3,1341,"( 0 ,0 ,0 )","( 2 ,2 ,2 )",0.245781336,5.69878e-07,-14.37784318,1.846025124,2.31864e-06,-12.97453016,1.654819598,0.00205612,blue
MYL4,MYL4,IPI00384992,IPI00384992;IPI00798256,Myosin light chain 4,197,"( 0 ,0 ,0 )","( 2 ,2 ,2 )",0.245780192,3.87922e-06,-12.45987624,2.13026585,1.57833e-05,-11.05655857,1.94194604,0.002056095,blue
ASXL2,ASXL2,IPI00873208,IPI00419431;IPI00873208;IPI00384569;IPI00942854,154 kDa protein,1436,"( 0 ,0 ,0 )","( 2 ,2 ,2 )",0.245779971,5.32177e-07,-14.44629003,1.837276662,2.16526e-06,-13.04297146,1.646134585,0.00205609,blue
CRELD1,CRELD1,IPI00101608,IPI00101608;IPI00168896,Isoform 2 of Cysteine-rich with EGF-like domain protein 1,422,"( 0 ,0 ,0 )","( 2 ,2 ,2 )",0.245779639,1.81091e-06,-13.22168088,2.00749093,7.36802e-06,-11.81836096,1.816741435,0.002056082,blue
CDH2,CDH2,IPI00290085,IPI00658202;IPI00290085,Cadherin-2,906,"( 16 ,41 ,19 )","( 90 ,107 ,83.9506 )",0.244639314,3.91139e-05,-10.14903156,6.096913187,0.000159884,-8.741061216,3.438864445,0.023823277,blue
PPDPF,PPDPF,IPI00013278,IPI00013278;IPI00218175,Isoform 1 of Pancreatic progenitor cell differentiation and proliferation factor,114,"( 0 ,0 ,1 )","( 2 ,4 ,2 )",0.244134617,8.44596e-06,-11.68182221,1.203220692,3.45955e-05,-10.27178672,5.008684024,0.01016193,blue
RPRD1A,RPRD1A,IPI00102425,IPI00385260;IPI00102425;IPI00062336,Isoform 1 of Regulation of nuclear pre-mRNA domain-containing protein 1A,312,"( 3 ,11 ,12 )","( 30.3333 ,25.3 ,33.549 )",0.244122086,3.60352e-05,-10.23101517,6.266295461,0.000147611,-8.820928344,1.967747808,0.021173582,blue
CBFB,CBFB,IPI00024871,IPI00016746;IPI00024871,Isoform 2 of Core-binding factor subunit beta,187,"( 2 ,5 ,4 )","( 11 ,17 ,14 )",0.243328998,2.79524e-05,-10.48500584,4.242410817,0.000114875,-9.071664989,2.830317934,0.008847914,blue
LEPREL2,LEPREL2,IPI00217056,IPI00217056,Isoform 1 of Prolyl 3-hydroxylase 3,736,"( 4.66667 ,12 ,5 )","( 29 ,20 ,32 )",0.242922202,1.35857e-05,-11.2064927,5.924322437,5.59261e-05,-9.791478656,2.472082157,0.025537621,blue
GBAS,GBAS,IPI00016077,IPI00925073;IPI00016077;IPI00925757,Protein NipSnap homolog 2,286,"( 3.15385 ,1.05128 ,7 )","( 9.37113 ,9.17073 ,17.5397 )",0.242122706,1.54121e-05,-11.08035734,7.132267151,6.36541e-05,-9.662046707,1.712790122,0.038126862,blue
MEX3A,MEX3A,IPI00385217,IPI00385217,RNA-binding protein MEX3A,520,"( 7 ,7.48276 ,4.61538 )","( 23.5714 ,28 ,25.3333 )",0.239506698,1.83102e-05,-10.90805321,4.79950058,7.64496e-05,-9.478879315,2.310594958,0.012016287,blue
TUBGCP4,TUBGCP4,IPI00004389,IPI00004389;IPI00793078,Gamma-tubulin complex component 4,667,"( 2 ,1 ,1 )","( 5 ,4 ,7 )",0.238547218,2.88708e-06,-12.75526614,4.697055656,1.21027e-05,-11.32207813,1.51326896,0.016314044,blue
KIDINS220,KIDINS220,IPI00885055,IPI00945293;IPI00384909;IPI00885052;IPI00183964;IPI00885055;IPI00945435,Isoform 1 of Kinase D-interacting substrate of 220 kDa,1771,"( 3 ,3 ,3 )","( 8 ,11 ,24 )",0.237184137,2.72696e-06,-12.81232353,2.420311139,1.14972e-05,-11.37340503,2.998443726,0.005660465,blue
